日時,工場,機械名,機械番号,追加量L,回収量kg,回収量L,回転数,回収率%,記録者
2026-04-24T11:30:00.000Z,亀山工場,TOSEI HRD-301S,1,0,15.1,19.4,4,,佐藤
2026-04-03T12:40:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.6,13.6,4,,佐藤
2026-04-08T11:00:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.2,13.2,3,,田中
2026-04-12T13:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.2,11.8,4,,鈴木
2026-04-15T09:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,11,14.2,3,,鈴木
2026-04-20T09:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.3,13.3,4,,田中
2026-04-24T12:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.4,12.1,3,,佐藤
2026-04-03T14:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6,7.8,3,,田中
2026-04-08T12:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5.9,7.6,4,,田中
2026-04-12T14:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5.8,7.5,3,,鈴木
2026-04-16T14:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5.7,7.4,4,,鈴木
2026-04-20T10:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5,6.5,3,,佐藤
2026-04-23T14:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6.3,8.1,3,,田中
2026-04-03T12:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.6,7.3,3,,田中
2026-04-07T11:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.3,8.2,2,,佐藤
2026-04-11T15:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.9,7.6,2,,田中
2026-04-16T12:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.3,8.1,2,,佐藤
2026-04-20T15:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7.1,9.2,2,,鈴木
2026-04-24T13:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.7,8.6,2,,佐藤
2026-04-04T10:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.6,7.2,3,,鈴木
2026-04-08T09:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.9,6.3,2,,鈴木
2026-04-12T11:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.1,6.6,2,,佐藤
2026-04-15T10:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.8,6.2,3,,鈴木
2026-04-20T16:00:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.4,5.7,2,,田中
2026-04-24T09:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.5,5.8,3,,鈴木
2026-04-04T12:50:00.000Z,亀山工場,QDF-151R,1,0,2,2.6,1,,鈴木
2026-04-07T12:10:00.000Z,亀山工場,QDF-151R,1,0,2.2,2.9,1,,田中
2026-04-11T13:10:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.7,1,,佐藤
2026-04-16T13:20:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.2,2,,佐藤
2026-04-20T09:00:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.7,1,,佐藤
2026-04-24T12:10:00.000Z,亀山工場,QDF-151R,1,0,2,2.6,1,,田中
2026-05-04T16:30:00.000Z,亀山工場,TOSEI HRD-301S,1,232,13,16.7,5,7.1,田中
2026-05-08T12:20:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11,14.2,5,,田中
2026-05-12T12:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.7,15,4,,鈴木
2026-05-16T12:50:00.000Z,亀山工場,TOSEI HRD-301S,1,199,12.4,16,4,8,鈴木
2026-05-20T16:30:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12,15.5,4,,田中
2026-05-24T12:50:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.9,15.3,5,,鈴木
2026-05-03T13:40:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.2,10.6,3,,田中
2026-05-08T14:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.1,11.7,4,,鈴木
2026-05-12T11:00:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.9,12.7,4,,田中
2026-05-16T13:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.3,12,3,,田中
2026-05-19T11:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.5,13.5,4,,田中
2026-05-24T09:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.4,12.1,4,,田中
2026-05-04T16:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.2,5.5,4,,田中
2026-05-08T11:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5.3,6.8,3,,佐藤
2026-05-12T16:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5.4,7,3,,田中
2026-05-16T16:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.5,5.8,3,,田中
2026-05-20T15:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.2,5.5,4,,佐藤
2026-05-24T15:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.4,5.7,4,,鈴木
2026-05-03T16:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5,6.5,3,,鈴木
2026-05-08T14:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.2,6.7,3,,田中
2026-05-12T12:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.3,6.9,3,,田中
2026-05-15T14:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.6,7.3,2,,佐藤
2026-05-20T16:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.5,7.1,3,,佐藤
2026-05-24T09:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.6,7.3,2,,佐藤
2026-05-04T14:40:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.8,6.2,2,,佐藤
2026-05-07T09:00:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5,6.5,2,,田中
2026-05-11T11:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,3.9,5.1,2,,佐藤
2026-05-16T14:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.8,6.2,2,,佐藤
2026-05-20T16:40:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.3,5.6,2,,佐藤
2026-05-24T16:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.2,5.4,2,,鈴木
2026-05-03T14:20:00.000Z,亀山工場,QDF-151R,1,0,1.7,2.3,1,,鈴木
2026-05-07T12:00:00.000Z,亀山工場,QDF-151R,1,0,1.8,2.4,1,,田中
2026-05-11T10:50:00.000Z,亀山工場,QDF-151R,1,0,2,2.6,1,,田中
2026-05-16T09:40:00.000Z,亀山工場,QDF-151R,1,0,1.8,2.4,1,,鈴木
2026-05-19T11:50:00.000Z,亀山工場,QDF-151R,1,0,1.9,2.5,1,,田中
2026-05-24T16:40:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.8,1,,佐藤
2026-06-03T09:30:00.000Z,亀山工場,TOSEI HRD-301S,1,256,12.4,16,5,6.2,佐藤
2026-06-08T09:50:00.000Z,亀山工場,TOSEI HRD-301S,1,0,13,16.7,5,,田中
2026-06-12T13:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.3,14.6,4,,鈴木
2026-06-15T15:30:00.000Z,亀山工場,TOSEI HRD-301S,1,182,12.4,16,5,8.7,佐藤
2026-06-19T11:30:00.000Z,亀山工場,TOSEI HRD-301S,1,0,10.4,13.4,4,,鈴木
2026-06-24T13:40:00.000Z,亀山工場,TOSEI HRD-301S,1,0,10.3,13.3,4,,田中
2026-06-03T15:40:00.000Z,亀山工場,TOSEI HRD-301S,2,0,7.6,9.8,4,,佐藤
2026-06-08T10:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.9,11.5,4,,鈴木
2026-06-11T10:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.9,12.7,3,,佐藤
2026-06-15T10:00:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.9,11.5,3,,鈴木
2026-06-19T13:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8,10.3,4,,鈴木
2026-06-24T14:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.8,11.4,4,,田中
2026-06-03T14:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.5,5.8,3,,田中
2026-06-08T12:50:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.2,5.5,3,,鈴木
2026-06-11T13:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.9,5,3,,田中
2026-06-15T11:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.7,6.1,3,,鈴木
2026-06-20T14:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.2,5.5,3,,田中
2026-06-24T11:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.6,4.7,4,,佐藤
2026-06-03T09:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.3,8.1,3,,田中
2026-06-08T12:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6,7.8,3,,佐藤
2026-06-11T16:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.3,6.8,2,,鈴木
2026-06-16T10:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.6,7.2,2,,田中
2026-06-20T14:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,4.9,6.4,3,,佐藤
2026-06-24T11:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,4.9,6.4,2,,佐藤
2026-06-04T12:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.2,5.5,2,,田中
2026-06-08T12:40:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,3.9,5.1,3,,佐藤
2026-06-11T16:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.4,5.7,2,,鈴木
2026-06-16T09:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.3,5.6,2,,田中
2026-06-19T10:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.6,5.9,2,,佐藤
2026-06-24T13:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,3.7,4.8,2,,田中
2026-06-04T13:00:00.000Z,亀山工場,QDF-151R,1,0,1.7,2.2,2,,佐藤
2026-06-07T11:10:00.000Z,亀山工場,QDF-151R,1,0,1.9,2.5,2,,田中
2026-06-12T10:10:00.000Z,亀山工場,QDF-151R,1,0,2,2.6,1,,鈴木
2026-06-15T10:00:00.000Z,亀山工場,QDF-151R,1,0,1.9,2.5,1,,佐藤
2026-06-20T09:20:00.000Z,亀山工場,QDF-151R,1,0,2,2.6,1,,佐藤
2026-06-23T14:20:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.7,1,,田中
2026-07-03T13:20:00.000Z,亀山工場,TOSEI HRD-301S,1,263,14.1,18.1,4,6.8,鈴木
2026-07-07T14:50:00.000Z,亀山工場,TOSEI HRD-301S,1,0,14.6,18.8,4,,鈴木
2026-07-11T11:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.8,15.2,5,,鈴木
2026-07-16T09:50:00.000Z,亀山工場,TOSEI HRD-301S,1,200,14.5,18.6,5,9.3,田中
2026-07-19T10:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12.5,16.1,4,,鈴木
2026-07-24T12:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.7,15.1,5,,鈴木
2026-07-04T12:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.3,12,4,,佐藤
2026-07-08T09:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.2,11.9,4,,佐藤
2026-07-12T10:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.8,11.4,4,,鈴木
2026-07-16T14:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.4,13.4,3,,鈴木
2026-07-20T13:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.3,13.3,3,,鈴木
2026-07-23T11:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.2,13.1,4,,田中
2026-07-03T12:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.9,5.1,3,,田中
2026-07-07T15:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.8,4.9,3,,佐藤
2026-07-12T15:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.1,5.3,4,,佐藤
2026-07-15T12:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.7,6.1,4,,田中
2026-07-20T13:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.6,6,3,,田中
2026-07-23T11:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.6,5.9,4,,鈴木
2026-07-04T10:20:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.6,8.5,2,,佐藤
2026-07-07T15:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.9,7.6,3,,佐藤
2026-07-11T09:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.7,7.4,2,,鈴木
2026-07-15T12:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.2,8,3,,田中
2026-07-19T11:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.3,6.9,3,,田中
2026-07-23T15:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.7,7.4,3,,鈴木
2026-07-04T16:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.8,6.2,2,,佐藤
2026-07-08T14:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.4,7,2,,鈴木
2026-07-11T11:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.1,6.6,2,,鈴木
2026-07-15T16:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.1,5.3,2,,鈴木
2026-07-19T14:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4,5.2,3,,鈴木
2026-07-24T10:00:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.8,6.2,2,,田中
2026-07-04T12:10:00.000Z,亀山工場,QDF-151R,1,0,2,2.6,1,,佐藤
2026-07-07T14:50:00.000Z,亀山工場,QDF-151R,1,0,2.3,3,2,,田中
2026-07-11T10:00:00.000Z,亀山工場,QDF-151R,1,0,1.8,2.4,1,,佐藤
2026-07-16T16:50:00.000Z,亀山工場,QDF-151R,1,0,1.9,2.5,1,,田中
2026-07-19T15:30:00.000Z,亀山工場,QDF-151R,1,0,1.8,2.4,1,,佐藤
2026-07-23T13:10:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.8,1,,鈴木
2026-08-04T12:00:00.000Z,亀山工場,TOSEI HRD-301S,1,236,14,18,5,7.6,佐藤
2026-08-08T09:50:00.000Z,亀山工場,TOSEI HRD-301S,1,0,10.5,13.5,5,,田中
2026-08-12T09:20:00.000Z,亀山工場,TOSEI HRD-301S,1,0,14.1,18.1,5,,田中
2026-08-15T13:00:00.000Z,亀山工場,TOSEI HRD-301S,1,219,13.8,17.8,5,8.1,佐藤
2026-08-19T14:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.6,14.9,4,,田中
2026-08-24T14:40:00.000Z,亀山工場,TOSEI HRD-301S,1,0,13.3,17.1,4,,佐藤
2026-08-03T11:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.7,12.5,4,,佐藤
2026-08-07T09:00:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.7,12.5,3,,田中
2026-08-11T10:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.2,13.2,4,,佐藤
2026-08-15T10:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,7.9,10.2,3,,鈴木
2026-08-20T12:40:00.000Z,亀山工場,TOSEI HRD-301S,2,0,10.2,13.1,3,,田中
2026-08-23T12:40:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.5,12.3,3,,鈴木
2026-08-03T15:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.5,4.5,4,,田中
2026-08-08T15:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.5,4.5,3,,鈴木
2026-08-12T14:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.8,4.9,4,,田中
2026-08-16T09:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.9,5.1,4,,佐藤
2026-08-19T10:40:00.000Z,亀山工場,TOSEI HRD-301S,3,0,3.7,4.8,3,,鈴木
2026-08-24T12:40:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.1,5.3,3,,田中
2026-08-04T15:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,4.9,6.4,3,,佐藤
2026-08-07T10:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.1,6.6,2,,鈴木
2026-08-12T11:20:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.9,7.6,3,,田中
2026-08-15T15:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6,7.8,2,,田中
2026-08-20T11:20:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,4.9,6.3,2,,田中
2026-08-24T10:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.8,7.5,2,,佐藤
2026-08-03T12:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,3.9,5.1,2,,鈴木
2026-08-07T09:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4,5.2,2,,佐藤
2026-08-11T09:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4,5.2,3,,鈴木
2026-08-16T11:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.3,5.6,2,,佐藤
2026-08-20T11:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.6,5.9,2,,鈴木
2026-08-24T09:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5,6.5,2,,田中
2026-08-03T09:00:00.000Z,亀山工場,QDF-151R,1,0,2.3,3,1,,鈴木
2026-08-07T16:50:00.000Z,亀山工場,QDF-151R,1,0,2,2.6,1,,田中
2026-08-12T10:40:00.000Z,亀山工場,QDF-151R,1,0,1.9,2.5,2,,鈴木
2026-08-15T13:10:00.000Z,亀山工場,QDF-151R,1,0,1.7,2.3,1,,田中
2026-08-20T11:10:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.8,1,,佐藤
2026-08-23T11:20:00.000Z,亀山工場,QDF-151R,1,0,1.7,2.3,1,,佐藤
