日時,工場,機械名,機械番号,追加量L,回収量kg,回収量L,回転数,回収率%,記録者
2025-11-24T16:30:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.1,10.4,3,,山本
2025-11-03T09:10:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6.7,8.6,2,,鈴木
2025-11-07T14:40:00.000Z,白浜工場,TOSEI HRD-222S,1,0,7,9,4,,佐藤
2025-11-12T08:00:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6,7.7,3,,佐藤
2025-11-16T12:20:00.000Z,白浜工場,TOSEI HRD-222S,1,0,7.2,9.3,3,,佐藤
2025-11-20T10:30:00.000Z,白浜工場,TOSEI HRD-222S,1,0,7.4,9.5,3,,鈴木
2025-11-24T09:10:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.8,7.5,3,,田中
2025-11-04T14:10:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.7,6.1,2,,田中
2025-11-07T08:30:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,5.6,7.2,3,,佐藤
2025-11-12T12:30:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.3,5.6,3,,田中
2025-11-16T10:50:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.7,6.1,2,,鈴木
2025-11-20T16:50:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,5.5,7.1,3,,佐藤
2025-11-23T15:00:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,5.6,7.2,3,,佐藤
2025-11-03T08:00:00.000Z,神戸工場,TOSEI HRD-301S,1,157,10,12.9,4,8.2,鈴木
2025-11-07T09:30:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.2,11.8,4,,高橋
2025-11-11T16:00:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.2,11.8,5,,山本
2025-11-16T10:50:00.000Z,神戸工場,TOSEI HRD-301S,1,143,11.9,15.3,4,10.6,鈴木
2025-11-20T14:20:00.000Z,神戸工場,TOSEI HRD-301S,1,0,11.4,14.7,5,,鈴木
2025-11-24T09:10:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.4,12.1,4,,佐藤
2025-11-04T15:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.3,10.7,4,,佐藤
2025-11-08T12:50:00.000Z,神戸工場,TOSEI HRD-301S,2,0,7.7,9.9,4,,田中
2025-11-11T16:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.8,11.3,3,,高橋
2025-11-16T09:30:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.8,11.3,4,,高橋
2025-11-20T11:30:00.000Z,神戸工場,TOSEI HRD-301S,2,0,7.8,10.1,4,,鈴木
2025-11-24T09:20:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.1,10.4,3,,佐藤
2025-11-03T08:20:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.3,9.4,3,,山本
2025-11-07T09:50:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.7,8.6,3,,鈴木
2025-11-12T12:20:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.8,10,4,,田中
2025-11-15T10:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.1,7.9,3,,山本
2025-11-19T13:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.4,9.5,3,,鈴木
2025-11-23T10:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.9,8.9,4,,山本
2025-11-04T11:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,4.9,6.3,2,,鈴木
2025-11-07T08:20:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.3,6.9,2,,田中
2025-11-12T10:00:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,4.9,6.4,2,,田中
2025-11-16T08:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.6,7.3,3,,田中
2025-11-20T10:10:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,6.6,8.5,3,,佐藤
2025-11-24T09:50:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.6,7.2,3,,高橋
2025-11-04T11:50:00.000Z,青山特殊工場,TOSEI TR-228F,1,71,7.4,9.5,2,13.3,高橋
2025-11-07T14:30:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,6.7,8.6,2,,高橋
2025-11-11T13:00:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.4,9.5,2,,田中
2025-11-16T14:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,65,8.9,11.5,2,17.6,佐藤
2025-11-20T09:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.8,10.1,2,,山本
2025-11-23T09:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,6.6,8.5,2,,高橋
2025-11-03T09:50:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.3,5.6,2,,鈴木
2025-11-08T13:50:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.1,6.6,2,,田中
2025-11-12T10:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.6,5.9,2,,田中
2025-11-15T08:20:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.6,6,1,,鈴木
2025-11-20T11:40:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.6,6,2,,佐藤
2025-11-23T15:40:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.1,5.3,2,,鈴木
2025-12-04T15:40:00.000Z,亀山工場,TOSEI HRD-301S,1,256,10.3,13.3,4,5.1,田中
2025-12-08T11:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12.5,16.1,5,,田中
2025-12-11T09:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12.7,16.3,5,,田中
2025-12-15T08:10:00.000Z,亀山工場,TOSEI HRD-301S,1,184,12,15.4,4,8.3,高橋
2025-12-19T14:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,12.8,16.5,4,,田中
2025-12-24T12:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,13.6,17.5,5,,田中
2025-12-03T15:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.6,11.1,3,,田中
2025-12-08T08:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.7,12.5,3,,高橋
2025-12-12T13:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,7.8,10.1,4,,高橋
2025-12-16T10:20:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.5,12.2,4,,高橋
2025-12-19T10:00:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.6,12.4,3,,山本
2025-12-23T08:00:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.7,12.5,3,,鈴木
2025-12-04T16:30:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5.8,7.5,4,,田中
2025-12-07T15:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,7.4,9.5,3,,鈴木
2025-12-12T10:50:00.000Z,亀山工場,TOSEI HRD-301S,3,0,7.2,9.3,4,,佐藤
2025-12-16T11:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6.3,8.1,4,,佐藤
2025-12-20T08:50:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6.7,8.6,3,,佐藤
2025-12-23T11:40:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6.1,7.9,4,,高橋
2025-12-03T15:50:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6,7.7,3,,高橋
2025-12-08T09:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.3,6.9,3,,田中
2025-12-12T08:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7,9.1,3,,山本
2025-12-15T10:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7,9.1,2,,高橋
2025-12-20T13:40:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7,9,3,,佐藤
2025-12-23T10:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,7,9,3,,山本
2025-12-04T13:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.1,6.6,2,,佐藤
2025-12-07T15:00:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.7,7.4,3,,高橋
2025-12-11T09:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.1,6.6,2,,佐藤
2025-12-16T14:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.3,5.6,2,,鈴木
2025-12-19T13:00:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.6,5.9,3,,田中
2025-12-24T10:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5.8,7.5,2,,田中
2025-12-04T11:20:00.000Z,亀山工場,QDF-151R,1,0,2.8,3.6,2,,佐藤
2025-12-07T11:50:00.000Z,亀山工場,QDF-151R,1,0,2.5,3.3,1,,高橋
2025-12-12T14:50:00.000Z,亀山工場,QDF-151R,1,0,2.2,2.9,1,,山本
2025-12-15T14:20:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.1,1,,鈴木
2025-12-19T13:20:00.000Z,亀山工場,QDF-151R,1,0,2.5,3.3,1,,佐藤
2025-12-24T14:30:00.000Z,亀山工場,QDF-151R,1,0,2.8,3.7,1,,高橋
2025-12-04T08:10:00.000Z,白浜工場,TOSEI HRD-301S,1,210,10.3,13.3,4,6.3,田中
2025-12-07T11:00:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.6,12.4,4,,田中
2025-12-11T12:00:00.000Z,白浜工場,TOSEI HRD-301S,1,0,10.4,13.4,3,,佐藤
2025-12-15T11:30:00.000Z,白浜工場,TOSEI HRD-301S,1,160,10.5,13.5,4,8.4,山本
2025-12-20T11:50:00.000Z,白浜工場,TOSEI HRD-301S,1,0,8.5,11,4,,高橋
2025-12-24T14:40:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.9,12.7,5,,佐藤
2025-12-03T09:00:00.000Z,白浜工場,TOSEI HRD-301S,2,0,9.5,12.2,5,,田中
2025-12-08T11:00:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8.4,10.8,4,,田中
2025-12-11T13:50:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8.1,10.4,4,,鈴木
2025-12-16T11:00:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.6,9.8,5,,高橋
2025-12-19T09:30:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.8,10,3,,高橋
2025-12-23T16:20:00.000Z,白浜工場,TOSEI HRD-301S,2,0,9.9,12.8,3,,高橋
2025-12-04T14:00:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.2,10.6,3,,佐藤
2025-12-08T14:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.1,10.4,3,,鈴木
2025-12-11T15:10:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.6,8.5,3,,山本
2025-12-15T11:00:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.7,8.6,4,,鈴木
2025-12-19T10:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.1,10.5,3,,佐藤
2025-12-23T12:50:00.000Z,白浜工場,TOSEI HRD-301S,3,0,7.5,9.7,4,,山本
2025-12-04T16:00:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.8,7.5,3,,高橋
2025-12-08T11:30:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.9,7.6,3,,田中
2025-12-12T16:50:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.6,7.2,3,,佐藤
2025-12-15T15:00:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6,7.8,3,,山本
2025-12-19T15:10:00.000Z,白浜工場,TOSEI HRD-222S,1,0,6,7.7,3,,鈴木
2025-12-24T10:10:00.000Z,白浜工場,TOSEI HRD-222S,1,0,4.9,6.3,3,,田中
2025-12-04T15:40:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.2,5.4,2,,佐藤
2025-12-07T11:50:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.8,6.2,3,,佐藤
2025-12-11T14:30:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,3.8,4.9,2,,高橋
2025-12-15T08:20:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4,5.2,2,,佐藤
2025-12-19T13:40:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.6,5.9,2,,田中
2025-12-24T13:10:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.2,5.4,2,,佐藤
2025-12-04T14:50:00.000Z,神戸工場,TOSEI HRD-301S,1,172,9.4,12.1,5,7,佐藤
2025-12-08T16:20:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.4,12.1,4,,高橋
2025-12-11T12:00:00.000Z,神戸工場,TOSEI HRD-301S,1,0,10.5,13.5,4,,高橋
2025-12-16T09:10:00.000Z,神戸工場,TOSEI HRD-301S,1,122,8.9,11.5,4,9.4,鈴木
2025-12-20T16:40:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.9,12.8,5,,佐藤
2025-12-24T14:50:00.000Z,神戸工場,TOSEI HRD-301S,1,0,10.1,13,4,,佐藤
2025-12-04T16:40:00.000Z,神戸工場,TOSEI HRD-301S,2,0,7.7,9.9,3,,山本
2025-12-08T11:10:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.9,12.8,4,,高橋
2025-12-11T11:10:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.6,11.1,4,,鈴木
2025-12-16T13:00:00.000Z,神戸工場,TOSEI HRD-301S,2,0,10,12.9,4,,山本
2025-12-19T11:10:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.8,11.3,3,,佐藤
2025-12-23T16:30:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.5,10.9,4,,高橋
2025-12-03T09:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.3,8.2,4,,田中
2025-12-07T12:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,6,7.7,3,,鈴木
2025-12-12T09:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.8,10,3,,山本
2025-12-15T09:20:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.4,8.3,4,,田中
2025-12-19T13:30:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.2,9.3,3,,鈴木
2025-12-23T12:50:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.4,9.5,3,,田中
2025-12-04T16:00:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,6,7.8,3,,鈴木
2025-12-07T11:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,6.2,8,3,,田中
2025-12-12T10:00:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,6.3,8.1,3,,鈴木
2025-12-16T12:20:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.4,7,3,,佐藤
2025-12-19T12:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.6,7.2,3,,田中
2025-12-23T15:40:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,4.8,6.2,3,,佐藤
2025-12-03T10:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,79,8.7,11.2,2,14.1,鈴木
2025-12-08T16:20:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.8,10,2,,佐藤
2025-12-11T16:30:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,8.2,10.6,2,,高橋
2025-12-16T13:20:00.000Z,青山特殊工場,TOSEI TR-228F,1,66,8.6,11.1,2,16.8,高橋
2025-12-19T13:30:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7,9.1,2,,山本
2025-12-24T15:10:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,8.2,10.6,2,,鈴木
2025-12-04T08:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.3,5.6,2,,鈴木
2025-12-08T11:40:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.7,7.4,1,,山本
2025-12-12T09:10:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.5,5.8,2,,山本
2025-12-16T08:30:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.8,6.2,1,,田中
2025-12-20T09:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.6,6,1,,山本
2025-12-23T12:40:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.1,6.6,2,,鈴木
2026-01-04T09:00:00.000Z,亀山工場,TOSEI HRD-301S,1,231,9.9,12.8,4,5.5,田中
2026-01-07T10:00:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.7,15,5,,田中
2026-01-12T16:40:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.7,15,4,,高橋
2026-01-16T09:20:00.000Z,亀山工場,TOSEI HRD-301S,1,190,10.1,13,4,6.8,佐藤
2026-01-20T15:20:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.7,15,4,,田中
2026-01-24T15:40:00.000Z,亀山工場,TOSEI HRD-301S,1,0,9.6,12.4,5,,山本
2026-01-04T13:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,7.4,9.5,4,,山本
2026-01-08T16:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,8.4,10.8,3,,山本
2026-01-11T11:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,7.7,9.9,3,,佐藤
2026-01-15T11:30:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.5,12.3,4,,佐藤
2026-01-20T12:50:00.000Z,亀山工場,TOSEI HRD-301S,2,0,7.4,9.6,4,,田中
2026-01-24T13:10:00.000Z,亀山工場,TOSEI HRD-301S,2,0,9.3,12,3,,山本
2026-01-03T12:10:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6,7.7,3,,佐藤
2026-01-08T10:50:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.9,6.4,4,,田中
2026-01-11T14:50:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6.5,8.4,3,,鈴木
2026-01-15T12:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,5.2,6.7,3,,高橋
2026-01-19T09:20:00.000Z,亀山工場,TOSEI HRD-301S,3,0,6,7.7,4,,高橋
2026-01-24T13:00:00.000Z,亀山工場,TOSEI HRD-301S,3,0,4.9,6.4,3,,高橋
2026-01-03T16:10:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.2,6.7,3,,田中
2026-01-07T16:00:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.2,8,3,,佐藤
2026-01-12T09:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,6.7,8.6,2,,鈴木
2026-01-16T11:30:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5,6.5,2,,佐藤
2026-01-20T10:20:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.2,6.7,3,,高橋
2026-01-23T12:20:00.000Z,亀山工場,YAMAMOTO VR-221D,1,0,5.6,7.3,3,,高橋
2026-01-03T11:00:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.7,6.1,3,,田中
2026-01-07T08:20:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.7,6.1,2,,山本
2026-01-12T13:10:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.1,5.3,2,,佐藤
2026-01-15T14:40:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,5,6.5,3,,鈴木
2026-01-19T16:30:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.4,5.7,3,,鈴木
2026-01-23T10:50:00.000Z,亀山工場,YAMAMOTO VR-221D,2,0,4.6,6,2,,佐藤
2026-01-03T13:00:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.2,1,,田中
2026-01-08T14:00:00.000Z,亀山工場,QDF-151R,1,0,2.3,3,1,,山本
2026-01-11T15:40:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.8,1,,田中
2026-01-15T13:30:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.1,2,,鈴木
2026-01-19T12:10:00.000Z,亀山工場,QDF-151R,1,0,2.4,3.1,1,,山本
2026-01-23T13:20:00.000Z,亀山工場,QDF-151R,1,0,2.1,2.8,1,,田中
2026-01-03T13:10:00.000Z,白浜工場,TOSEI HRD-301S,1,216,8.5,10.9,4,5,高橋
2026-01-07T12:50:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.2,11.9,4,,鈴木
2026-01-11T12:20:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9,11.6,4,,山本
2026-01-16T15:20:00.000Z,白浜工場,TOSEI HRD-301S,1,156,10.3,13.3,4,8.5,山本
2026-01-19T15:10:00.000Z,白浜工場,TOSEI HRD-301S,1,0,9.4,12.1,4,,田中
2026-01-24T15:00:00.000Z,白浜工場,TOSEI HRD-301S,1,0,10.1,13,5,,山本
2026-01-04T16:40:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.8,10.1,5,,山本
2026-01-08T12:40:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.7,9.9,4,,高橋
2026-01-11T10:10:00.000Z,白浜工場,TOSEI HRD-301S,2,0,8.9,11.5,4,,高橋
2026-01-15T16:50:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.7,9.9,5,,高橋
2026-01-19T13:40:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.7,9.9,4,,高橋
2026-01-24T11:30:00.000Z,白浜工場,TOSEI HRD-301S,2,0,7.6,9.8,4,,鈴木
2026-01-04T16:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.1,10.4,3,,鈴木
2026-01-08T12:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.3,8.2,3,,高橋
2026-01-11T09:40:00.000Z,白浜工場,TOSEI HRD-301S,3,0,7.5,9.7,4,,田中
2026-01-15T10:20:00.000Z,白浜工場,TOSEI HRD-301S,3,0,6.9,8.9,3,,高橋
2026-01-19T12:00:00.000Z,白浜工場,TOSEI HRD-301S,3,0,8.1,10.4,3,,田中
2026-01-24T13:20:00.000Z,白浜工場,TOSEI HRD-301S,3,0,7.4,9.5,3,,田中
2026-01-04T12:20:00.000Z,白浜工場,TOSEI HRD-222S,1,0,4.4,5.7,3,,山本
2026-01-08T12:40:00.000Z,白浜工場,TOSEI HRD-222S,1,0,4.7,6.1,3,,高橋
2026-01-12T14:00:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.7,7.4,3,,田中
2026-01-16T10:20:00.000Z,白浜工場,TOSEI HRD-222S,1,0,5.2,6.7,3,,鈴木
2026-01-20T16:20:00.000Z,白浜工場,TOSEI HRD-222S,1,0,4.9,6.3,3,,田中
2026-01-23T09:30:00.000Z,白浜工場,TOSEI HRD-222S,1,0,4.9,6.4,3,,佐藤
2026-01-04T10:40:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.6,6,2,,高橋
2026-01-08T10:30:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,3.8,4.9,2,,山本
2026-01-12T15:40:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.6,6,2,,田中
2026-01-15T12:00:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4,5.2,2,,田中
2026-01-19T15:20:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4,5.2,2,,佐藤
2026-01-23T16:50:00.000Z,白浜工場,YAMAMOTO VR-221D,1,0,4.1,5.3,2,,山本
2026-01-03T12:00:00.000Z,神戸工場,TOSEI HRD-301S,1,164,11,14.2,4,8.6,鈴木
2026-01-07T14:20:00.000Z,神戸工場,TOSEI HRD-301S,1,0,10.2,13.2,4,,佐藤
2026-01-12T12:20:00.000Z,神戸工場,TOSEI HRD-301S,1,0,11.6,14.9,4,,鈴木
2026-01-15T08:10:00.000Z,神戸工場,TOSEI HRD-301S,1,144,10.6,13.7,5,9.5,田中
2026-01-20T12:00:00.000Z,神戸工場,TOSEI HRD-301S,1,0,9.9,12.8,4,,田中
2026-01-24T10:30:00.000Z,神戸工場,TOSEI HRD-301S,1,0,10.4,13.4,4,,山本
2026-01-03T08:30:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.9,12.7,3,,高橋
2026-01-08T09:10:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9,11.6,5,,佐藤
2026-01-12T14:50:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.7,11.2,4,,佐藤
2026-01-15T09:30:00.000Z,神戸工場,TOSEI HRD-301S,2,0,8.5,10.9,5,,田中
2026-01-20T14:00:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.6,12.4,3,,鈴木
2026-01-24T10:50:00.000Z,神戸工場,TOSEI HRD-301S,2,0,9.8,12.6,4,,田中
2026-01-03T12:30:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.5,8.4,3,,山本
2026-01-08T09:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.3,8.1,3,,高橋
2026-01-11T16:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.6,9.8,4,,田中
2026-01-16T11:40:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.1,7.9,3,,田中
2026-01-19T13:00:00.000Z,神戸工場,TOSEI HRD-221,3,0,7.1,9.2,3,,山本
2026-01-23T11:20:00.000Z,神戸工場,TOSEI HRD-221,3,0,6.1,7.9,3,,佐藤
2026-01-04T14:40:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,6,7.8,3,,佐藤
2026-01-07T16:30:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.6,7.2,2,,田中
2026-01-12T12:20:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.1,6.6,3,,佐藤
2026-01-15T11:10:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.6,7.3,3,,鈴木
2026-01-20T13:40:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.4,7,3,,田中
2026-01-23T15:00:00.000Z,神戸工場,YAMAMOTO VR-221D,1,0,5.1,6.6,2,,佐藤
2026-01-03T15:30:00.000Z,青山特殊工場,TOSEI TR-228F,1,73,8.1,10.4,2,14.2,田中
2026-01-07T14:20:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.5,9.7,2,,鈴木
2026-01-11T16:30:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,8,10.3,2,,高橋
2026-01-16T13:20:00.000Z,青山特殊工場,TOSEI TR-228F,1,63,9.2,11.8,2,18.7,山本
2026-01-19T16:20:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7.2,9.3,2,,鈴木
2026-01-23T16:30:00.000Z,青山特殊工場,TOSEI TR-228F,1,0,7,9,2,,高橋
2026-01-03T15:00:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.5,7.1,1,,高橋
2026-01-08T10:50:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.2,5.5,2,,山本
2026-01-11T10:50:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.1,6.6,1,,鈴木
2026-01-15T08:50:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.6,6,2,,鈴木
2026-01-19T10:30:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,4.6,6,2,,鈴木
2026-01-24T09:50:00.000Z,青山特殊工場,YAMAMOTO VR-221D,2,0,5.3,6.9,1,,高橋
2026-02-03T13:10:00.000Z,亀山工場,TOSEI HRD-301S,1,230,10.7,13.8,4,6,高橋
2026-02-07T11:10:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.8,15.2,4,,山本
2026-02-12T16:30:00.000Z,亀山工場,TOSEI HRD-301S,1,0,11.4,14.7,5,,田中
2026-02-15T10:50:00.000Z,亀山工場,TOSEI HRD-301S,1,193,11.5,14.8,5,7.6,田中
